"","ctv","month","total"
"708","Environmetrics",2016-05-01,4848773
"709","Environmetrics",2016-06-01,4064922
"710","Environmetrics",2016-07-01,3343253
"711","Environmetrics",2016-08-01,3007957
"712","Environmetrics",2016-09-01,4071965
"713","Environmetrics",2016-10-01,4635305
"714","Environmetrics",2016-11-01,5273616
"715","Environmetrics",2016-12-01,4260104
"716","Environmetrics",2017-01-01,5125734
"717","Environmetrics",2017-02-01,6547982
"718","Environmetrics",2017-03-01,6544300
"719","Environmetrics",2017-04-01,6650307
"720","Environmetrics",2017-05-01,6423771
"721","Environmetrics",2017-06-01,5270428
"722","Environmetrics",2017-07-01,4685483
"723","Environmetrics",2017-08-01,4667245
"724","Environmetrics",2017-09-01,4929041
"725","Environmetrics",2017-10-01,6131579
"726","Environmetrics",2017-11-01,6712505
"727","Environmetrics",2017-12-01,5163342
"728","Environmetrics",2018-01-01,5763612
"729","Environmetrics",2018-02-01,5625397
"730","Environmetrics",2018-03-01,7583711
"731","Environmetrics",2018-04-01,8252750
"732","Environmetrics",2018-05-01,6956857
"733","Environmetrics",2018-06-01,6285521
"734","Environmetrics",2018-07-01,5769684
"735","Environmetrics",2018-08-01,5912141
"736","Environmetrics",2018-09-01,8004697
"737","Environmetrics",2018-10-01,9992085
"738","Environmetrics",2018-11-01,10166393
"739","Environmetrics",2018-12-01,7894271
"740","Environmetrics",2019-01-01,9504423
"741","Environmetrics",2019-02-01,9507907
"742","Environmetrics",2019-03-01,11445583
"743","Environmetrics",2019-04-01,12281068
"744","Environmetrics",2019-05-01,12565234
"745","Environmetrics",2019-06-01,10803968
"746","Environmetrics",2019-07-01,10589530
"747","Environmetrics",2019-08-01,3913983
"748","ExperimentalDesign",2012-10-01,1163
"749","ExperimentalDesign",2012-11-01,5560
"750","ExperimentalDesign",2012-12-01,6825
"751","ExperimentalDesign",2013-01-01,9274
"752","ExperimentalDesign",2013-02-01,10157
"753","ExperimentalDesign",2013-03-01,13828
"754","ExperimentalDesign",2013-04-01,17253
"755","ExperimentalDesign",2013-05-01,15422
"756","ExperimentalDesign",2013-06-01,15315
"757","ExperimentalDesign",2013-07-01,16076
"758","ExperimentalDesign",2013-08-01,17232
"759","ExperimentalDesign",2013-09-01,23662
"760","ExperimentalDesign",2013-10-01,18263
"761","ExperimentalDesign",2013-11-01,19972
"762","ExperimentalDesign",2013-12-01,17783
"763","ExperimentalDesign",2014-01-01,24112
"764","ExperimentalDesign",2014-02-01,22471
"765","ExperimentalDesign",2014-03-01,30911
"766","ExperimentalDesign",2014-04-01,32906
"767","ExperimentalDesign",2014-05-01,24456
"768","ExperimentalDesign",2014-06-01,25088
"769","ExperimentalDesign",2014-07-01,26132
"770","ExperimentalDesign",2014-08-01,39575
"771","ExperimentalDesign",2014-09-01,30244
"772","ExperimentalDesign",2014-10-01,37294
"773","ExperimentalDesign",2014-11-01,39839
"774","ExperimentalDesign",2014-12-01,33597
"775","ExperimentalDesign",2015-01-01,47306
"776","ExperimentalDesign",2015-02-01,40504
"777","ExperimentalDesign",2015-03-01,54118
"778","ExperimentalDesign",2015-04-01,61993
"779","ExperimentalDesign",2015-05-01,46726
"780","ExperimentalDesign",2015-06-01,47173
"781","ExperimentalDesign",2015-07-01,39071
"782","ExperimentalDesign",2015-08-01,44606
"783","ExperimentalDesign",2015-09-01,44252
"784","ExperimentalDesign",2015-10-01,50409
"785","ExperimentalDesign",2015-11-01,50584
"786","ExperimentalDesign",2015-12-01,41917
"787","ExperimentalDesign",2016-01-01,52851
"788","ExperimentalDesign",2016-02-01,58111
"789","ExperimentalDesign",2016-03-01,43087
"790","ExperimentalDesign",2016-04-01,38510
"791","ExperimentalDesign",2016-05-01,41324
"792","ExperimentalDesign",2016-06-01,35810
"793","ExperimentalDesign",2016-07-01,38591
"794","ExperimentalDesign",2016-08-01,31571
"795","ExperimentalDesign",2016-09-01,38849
"796","ExperimentalDesign",2016-10-01,47246
"797","ExperimentalDesign",2016-11-01,58985
"798","ExperimentalDesign",2016-12-01,52197
"799","ExperimentalDesign",2017-01-01,48559
"800","ExperimentalDesign",2017-02-01,44728
"801","ExperimentalDesign",2017-03-01,55577
"802","ExperimentalDesign",2017-04-01,72241
"803","ExperimentalDesign",2017-05-01,60580
"804","ExperimentalDesign",2017-06-01,56580
"805","ExperimentalDesign",2017-07-01,57835
"806","ExperimentalDesign",2017-08-01,43320
"807","ExperimentalDesign",2017-09-01,53246
"808","ExperimentalDesign",2017-10-01,62180
"809","ExperimentalDesign",2017-11-01,56439
"810","ExperimentalDesign",2017-12-01,45327
"811","ExperimentalDesign",2018-01-01,64128
"812","ExperimentalDesign",2018-02-01,47397
"813","ExperimentalDesign",2018-03-01,64396
"814","ExperimentalDesign",2018-04-01,70645
"815","ExperimentalDesign",2018-05-01,62392
"816","ExperimentalDesign",2018-06-01,68046
"817","ExperimentalDesign",2018-07-01,59999
"818","ExperimentalDesign",2018-08-01,45242
"819","ExperimentalDesign",2018-09-01,88921
"820","ExperimentalDesign",2018-10-01,113065
"821","ExperimentalDesign",2018-11-01,108452
"822","ExperimentalDesign",2018-12-01,81853
"823","ExperimentalDesign",2019-01-01,96257
"824","ExperimentalDesign",2019-02-01,96312
"825","ExperimentalDesign",2019-03-01,111872
"826","ExperimentalDesign",2019-04-01,115663
"827","ExperimentalDesign",2019-05-01,175617
"828","ExperimentalDesign",2019-06-01,90094
"829","ExperimentalDesign",2019-07-01,130233
"830","ExperimentalDesign",2019-08-01,46221
"831","ExtremeValue",2012-10-01,874
"832","ExtremeValue",2012-11-01,9973
"833","ExtremeValue",2012-12-01,10479
"834","ExtremeValue",2013-01-01,14795
"835","ExtremeValue",2013-02-01,18016
"836","ExtremeValue",2013-03-01,22801
"837","ExtremeValue",2013-04-01,27030
"838","ExtremeValue",2013-05-01,30996
"839","ExtremeValue",2013-06-01,28746
"840","ExtremeValue",2013-07-01,24251
"841","ExtremeValue",2013-08-01,24870
"842","ExtremeValue",2013-09-01,33107
"843","ExtremeValue",2013-10-01,42361
"844","ExtremeValue",2013-11-01,45386
"845","ExtremeValue",2013-12-01,34921
"846","ExtremeValue",2014-01-01,35330
"847","ExtremeValue",2014-02-01,40915
"848","ExtremeValue",2014-03-01,48451
"849","ExtremeValue",2014-04-01,52747
"850","ExtremeValue",2014-05-01,44206
"851","ExtremeValue",2014-06-01,54848
"852","ExtremeValue",2014-07-01,42581
"853","ExtremeValue",2014-08-01,50646
"854","ExtremeValue",2014-09-01,48406
"855","ExtremeValue",2014-10-01,66463
"856","ExtremeValue",2014-11-01,80719
"857","ExtremeValue",2014-12-01,71319
"858","ExtremeValue",2015-01-01,74826
"859","ExtremeValue",2015-02-01,75009
"860","ExtremeValue",2015-03-01,108846
"861","ExtremeValue",2015-04-01,103722
"862","ExtremeValue",2015-05-01,96508
"863","ExtremeValue",2015-06-01,84783
"864","ExtremeValue",2015-07-01,66464
"865","ExtremeValue",2015-08-01,68587
"866","ExtremeValue",2015-09-01,78699
"867","ExtremeValue",2015-10-01,101052
"868","ExtremeValue",2015-11-01,131959
"869","ExtremeValue",2015-12-01,100512
"870","ExtremeValue",2016-01-01,105764
"871","ExtremeValue",2016-02-01,118438
"872","ExtremeValue",2016-03-01,152422
"873","ExtremeValue",2016-04-01,133894
"874","ExtremeValue",2016-05-01,138448
"875","ExtremeValue",2016-06-01,127396
"876","ExtremeValue",2016-07-01,109543
"877","ExtremeValue",2016-08-01,94843
"878","ExtremeValue",2016-09-01,119527
"879","ExtremeValue",2016-10-01,149253
"880","ExtremeValue",2016-11-01,165010
"881","ExtremeValue",2016-12-01,121295
"882","ExtremeValue",2017-01-01,199912
"883","ExtremeValue",2017-02-01,185575
"884","ExtremeValue",2017-03-01,192451
"885","ExtremeValue",2017-04-01,180874
"886","ExtremeValue",2017-05-01,161326
"887","ExtremeValue",2017-06-01,160301
"888","ExtremeValue",2017-07-01,135321
"889","ExtremeValue",2017-08-01,116266
"890","ExtremeValue",2017-09-01,118841
"891","ExtremeValue",2017-10-01,136123
"892","ExtremeValue",2017-11-01,171418
"893","ExtremeValue",2017-12-01,103798
"894","ExtremeValue",2018-01-01,120660
"895","ExtremeValue",2018-02-01,153757
"896","ExtremeValue",2018-03-01,180811
"897","ExtremeValue",2018-04-01,176675
"898","ExtremeValue",2018-05-01,164746
"899","ExtremeValue",2018-06-01,153597
"900","ExtremeValue",2018-07-01,120894
"901","ExtremeValue",2018-08-01,148721
"902","ExtremeValue",2018-09-01,210847
"903","ExtremeValue",2018-10-01,288161
"904","ExtremeValue",2018-11-01,245466
"905","ExtremeValue",2018-12-01,228640
"906","ExtremeValue",2019-01-01,208860
"907","ExtremeValue",2019-02-01,254430
"908","ExtremeValue",2019-03-01,299926
"909","ExtremeValue",2019-04-01,293444
"910","ExtremeValue",2019-05-01,318543
"911","ExtremeValue",2019-06-01,226425
"912","ExtremeValue",2019-07-01,276966
"913","ExtremeValue",2019-08-01,87314
"914","Finance",2012-10-01,4559
"915","Finance",2012-11-01,89670
"916","Finance",2012-12-01,111340
"917","Finance",2013-01-01,197018
"918","Finance",2013-02-01,224376
"919","Finance",2013-03-01,249633
"920","Finance",2013-04-01,264928
"921","Finance",2013-05-01,259380
"922","Finance",2013-06-01,251653
"923","Finance",2013-07-01,271227
"924","Finance",2013-08-01,279467
"925","Finance",2013-09-01,373059
"926","Finance",2013-10-01,444440
"927","Finance",2013-11-01,487057
"928","Finance",2013-12-01,394714
"929","Finance",2014-01-01,481133
"930","Finance",2014-02-01,525241
"931","Finance",2014-03-01,672805
"932","Finance",2014-04-01,744243
"933","Finance",2014-05-01,593826
"934","Finance",2014-06-01,547535
"935","Finance",2014-07-01,538574
"936","Finance",2014-08-01,579275
"937","Finance",2014-09-01,642197
"938","Finance",2014-10-01,953622
"939","Finance",2014-11-01,883644
"940","Finance",2014-12-01,748051
"941","Finance",2015-01-01,955767
"942","Finance",2015-02-01,1031110
"943","Finance",2015-03-01,1265123
"944","Finance",2015-04-01,1423873
"945","Finance",2015-05-01,1220349
"946","Finance",2015-06-01,1291004
"947","Finance",2015-07-01,1305883
"948","Finance",2015-08-01,1441711
"949","Finance",2015-09-01,1604007
"950","Finance",2015-10-01,1737195
"951","Finance",2015-11-01,3565659
"952","Finance",2015-12-01,2958736
"953","Finance",2016-01-01,1944531
"954","Finance",2016-02-01,2574106
"955","Finance",2016-03-01,2851633
"956","Finance",2016-04-01,2592741
"957","Finance",2016-05-01,2868051
"958","Finance",2016-06-01,2354066
"959","Finance",2016-07-01,1884373
"960","Finance",2016-08-01,1716198
"961","Finance",2016-09-01,2164225
"962","Finance",2016-10-01,2573580
"963","Finance",2016-11-01,2936621
"964","Finance",2016-12-01,2449942
"965","Finance",2017-01-01,2956605
"966","Finance",2017-02-01,3775276
"967","Finance",2017-03-01,3944019
"968","Finance",2017-04-01,3481070
"969","Finance",2017-05-01,3320214
"970","Finance",2017-06-01,2912138
"971","Finance",2017-07-01,2792164
"972","Finance",2017-08-01,2787575
"973","Finance",2017-09-01,2835646
"974","Finance",2017-10-01,3498407
"975","Finance",2017-11-01,3707099
"976","Finance",2017-12-01,2760946
"977","Finance",2018-01-01,2873106
"978","Finance",2018-02-01,2996660
"979","Finance",2018-03-01,4085697
"980","Finance",2018-04-01,4684473
"981","Finance",2018-05-01,4048901
"982","Finance",2018-06-01,3530389
"983","Finance",2018-07-01,3159149
"984","Finance",2018-08-01,3306833
"985","Finance",2018-09-01,4547631
"986","Finance",2018-10-01,5692643
"987","Finance",2018-11-01,5472529
"988","Finance",2018-12-01,4295646
"989","Finance",2019-01-01,5547783
"990","Finance",2019-02-01,5547050
"991","Finance",2019-03-01,6309592
"992","Finance",2019-04-01,7503018
"993","Finance",2019-05-01,7499361
"994","Finance",2019-06-01,5504824
"995","Finance",2019-07-01,5587021
"996","Finance",2019-08-01,2213276
"997","FunctionalData",2012-10-01,79
"998","FunctionalData",2012-11-01,269
"999","FunctionalData",2012-12-01,313
"1000","FunctionalData",2013-01-01,431
"1001","FunctionalData",2013-02-01,454
"1002","FunctionalData",2013-03-01,737
"1003","FunctionalData",2013-04-01,894
"1004","FunctionalData",2013-05-01,810
"1005","FunctionalData",2013-06-01,720
"1006","FunctionalData",2013-07-01,910
"1007","FunctionalData",2013-08-01,1280
"1008","FunctionalData",2013-09-01,1934
"1009","FunctionalData",2013-10-01,1419
"1010","FunctionalData",2013-11-01,1441
"1011","FunctionalData",2013-12-01,1410
"1012","FunctionalData",2014-01-01,2212
"1013","FunctionalData",2014-02-01,1898
"1014","FunctionalData",2014-03-01,2451
"1015","FunctionalData",2014-04-01,2721
"1016","FunctionalData",2014-05-01,1988
"1017","FunctionalData",2014-06-01,1968
"1018","FunctionalData",2014-07-01,2023
"1019","FunctionalData",2014-08-01,3655
"1020","FunctionalData",2014-09-01,3165
"1021","FunctionalData",2014-10-01,4408
"1022","FunctionalData",2014-11-01,4603
"1023","FunctionalData",2014-12-01,3905
"1024","FunctionalData",2015-01-01,5456
"1025","FunctionalData",2015-02-01,4621
"1026","FunctionalData",2015-03-01,6033
"1027","FunctionalData",2015-04-01,6996
"1028","FunctionalData",2015-05-01,5390
"1029","FunctionalData",2015-06-01,5526
"1030","FunctionalData",2015-07-01,4272
"1031","FunctionalData",2015-08-01,4789
"1032","FunctionalData",2015-09-01,5738
"1033","FunctionalData",2015-10-01,6841
"1034","FunctionalData",2015-11-01,6482
"1035","FunctionalData",2015-12-01,5327
"1036","FunctionalData",2016-01-01,7063
"1037","FunctionalData",2016-02-01,6146
"1038","FunctionalData",2016-03-01,5241
"1039","FunctionalData",2016-04-01,4827
"1040","FunctionalData",2016-05-01,4972
"1041","FunctionalData",2016-06-01,4508
"1042","FunctionalData",2016-07-01,5819
"1043","FunctionalData",2016-08-01,3915
"1044","FunctionalData",2016-09-01,4639
"1045","FunctionalData",2016-10-01,5650
"1046","FunctionalData",2016-11-01,7600
"1047","FunctionalData",2016-12-01,6050
"1048","FunctionalData",2017-01-01,5800
"1049","FunctionalData",2017-02-01,5175
"1050","FunctionalData",2017-03-01,6212
"1051","FunctionalData",2017-04-01,11690
"1052","FunctionalData",2017-05-01,7350
"1053","FunctionalData",2017-06-01,7107
"1054","FunctionalData",2017-07-01,7214
"1055","FunctionalData",2017-08-01,6174
"1056","FunctionalData",2017-09-01,55923
"1057","FunctionalData",2017-10-01,75864
"1058","FunctionalData",2017-11-01,66915
"1059","FunctionalData",2017-12-01,54927
"1060","FunctionalData",2018-01-01,54491
"1061","FunctionalData",2018-02-01,69458
"1062","FunctionalData",2018-03-01,77823
"1063","FunctionalData",2018-04-01,104606
"1064","FunctionalData",2018-05-01,90188
"1065","FunctionalData",2018-06-01,72458
"1066","FunctionalData",2018-07-01,59901
"1067","FunctionalData",2018-08-01,56151
"1068","FunctionalData",2018-09-01,76768
"1069","FunctionalData",2018-10-01,89425
"1070","FunctionalData",2018-11-01,61293
"1071","FunctionalData",2018-12-01,29782
"1072","FunctionalData",2019-01-01,42362
"1073","FunctionalData",2019-02-01,27850
"1074","FunctionalData",2019-03-01,31262
"1075","FunctionalData",2019-04-01,36101
"1076","FunctionalData",2019-05-01,41632
"1077","FunctionalData",2019-06-01,19077
"1078","FunctionalData",2019-07-01,28056
"1079","FunctionalData",2019-08-01,8693
"1080","Genetics",2012-10-01,746
"1081","Genetics",2012-11-01,5709
"1082","Genetics",2012-12-01,7540
"1083","Genetics",2013-01-01,10364
"1084","Genetics",2013-02-01,11561
"1085","Genetics",2013-03-01,14402
"1086","Genetics",2013-04-01,19782
"1087","Genetics",2013-05-01,16222
"1088","Genetics",2013-06-01,15862
"1089","Genetics",2013-07-01,17643
"1090","Genetics",2013-08-01,18601
"1091","Genetics",2013-09-01,24968
"1092","Genetics",2013-10-01,26389
"1093","Genetics",2013-11-01,25600
"1094","Genetics",2013-12-01,21369
"1095","Genetics",2014-01-01,24366
"1096","Genetics",2014-02-01,26878
"1097","Genetics",2014-03-01,44069
"1098","Genetics",2014-04-01,37842
"1099","Genetics",2014-05-01,32583
"1100","Genetics",2014-06-01,35710
"1101","Genetics",2014-07-01,39323
"1102","Genetics",2014-08-01,44011
"1103","Genetics",2014-09-01,40288
"1104","Genetics",2014-10-01,46712
"1105","Genetics",2014-11-01,49106
"1106","Genetics",2014-12-01,49071
"1107","Genetics",2015-01-01,55014
"1108","Genetics",2015-02-01,52221
"1109","Genetics",2015-03-01,69373
"1110","Genetics",2015-04-01,69108
"1111","Genetics",2015-05-01,63203
"1112","Genetics",2015-06-01,79189
"1113","Genetics",2015-07-01,68480
"1114","Genetics",2015-08-01,73240
"1115","Genetics",2015-09-01,76126
"1116","Genetics",2015-10-01,81456
"1117","Genetics",2015-11-01,88443
"1118","Genetics",2015-12-01,87061
"1119","Genetics",2016-01-01,85375
"1120","Genetics",2016-02-01,87508
"1121","Genetics",2016-03-01,84545
"1122","Genetics",2016-04-01,77856
"1123","Genetics",2016-05-01,109219
"1124","Genetics",2016-06-01,103218
"1125","Genetics",2016-07-01,91290
"1126","Genetics",2016-08-01,80183
"1127","Genetics",2016-09-01,95441
"1128","Genetics",2016-10-01,116595
"1129","Genetics",2016-11-01,133238
"1130","Genetics",2016-12-01,212502
"1131","Genetics",2017-01-01,125782
"1132","Genetics",2017-02-01,190388
"1133","Genetics",2017-03-01,179449
"1134","Genetics",2017-04-01,170735
"1135","Genetics",2017-05-01,150831
"1136","Genetics",2017-06-01,128072
"1137","Genetics",2017-07-01,113336
"1138","Genetics",2017-08-01,116122
"1139","Genetics",2017-09-01,121194
"1140","Genetics",2017-10-01,208672
"1141","Genetics",2017-11-01,222788
"1142","Genetics",2017-12-01,135334
"1143","Genetics",2018-01-01,147257
"1144","Genetics",2018-02-01,139816
"1145","Genetics",2018-03-01,178682
"1146","Genetics",2018-04-01,257762
"1147","Genetics",2018-05-01,198636
"1148","Genetics",2018-06-01,163695
"1149","Genetics",2018-07-01,157281
"1150","Genetics",2018-08-01,140832
"1151","Genetics",2018-09-01,260617
"1152","Genetics",2018-10-01,264926
"1153","Genetics",2018-11-01,247701
"1154","Genetics",2018-12-01,176297
"1155","Genetics",2019-01-01,192955
"1156","Genetics",2019-02-01,221710
"1157","Genetics",2019-03-01,340470
"1158","Genetics",2019-04-01,277775
"1159","Genetics",2019-05-01,282623
